videoId,channelId,title,description,publishAt,videoUrl
dFcKomu2XhI,UCIz8CHu7dpQuM9j5xWhvUww,ASMR CHEESY CORN DOGS Mukbang *NO TALKING Eating Sounds * | Nomnomsammieboy,Spicy Cheesy Corn dogs!! DOUBLE CHEDDAR CHEESE SAUCE with GARLIC ONION AND SRIRACHA ! it is amazing!,2019-06-15T13:30:44Z,https://www.youtube.com/watch?v=dFcKomu2XhI
g5hDylUFvKs,UCBJ30UlGL27Ynv65zgmgU2Q,ASMR MUKBANG CHEETOS MOZZARELLA CORNDOG❗#shorts #asmr #mukbang,ASMR MUKBANG CHEETOS MOZZARELLA CORNDOG❗#shorts #viral #trending #fyp #tiktok #viralShorts #funny #cute #asmr ...,2022-12-26T08:52:37Z,https://www.youtube.com/watch?v=g5hDylUFvKs
ioWmpPUf5J8,UCdcqjdDhbvZ4j7-B0NqyDAQ,ASMR RAINBOW JELLY CANDY 🍓🥢🍩🍬🍭 MUKBANG #shorts #fyp #subscribe #jelly #mukbang #youtube #trending,JANE ASMR #makan #kuliner #food #makanan #makanenak #foodporn #makanmakan #foodie #instafood #makananenak ...,2022-11-22T12:16:25Z,https://www.youtube.com/watch?v=ioWmpPUf5J8
pqRx5JHzP0E,UCZ8MqcJVNNq6d1KARqqI19g,"ASMR LEFTOVER CHOCOLATE DESSERT RACE EATING (Magnum Ice Cream, Kinder Chocolate)먹방 | Kim&amp;Liz ASMR","We are having a LEFTOVER DESSERT RACE EATING CHALLENGE with Magnum Ice Cream, Kinder Happy Hippo Chocolates, ...",2019-11-04T15:25:00Z,https://www.youtube.com/watch?v=pqRx5JHzP0E
M2Flwof0RtI,UCLWHcHviU1AD_XvOV0IYuDA,SPICY KALA BHUNA CHICKEN🔥 EGG DEVIL CURRY || #shorts #mukbangn#asmreating #mukbangasmr #asmr,SPICY KALA BHUNA CHICKEN   EGG DEVIL CURRY || #shorts #mukbangn#asmreating #mukbangasmr #asmr Eating Shorts ...,2023-02-04T04:31:18Z,https://www.youtube.com/watch?v=M2Flwof0RtI
sSJ25tVw2dg,UC1ajMjDRmc-T-0x2XBdTbFA,Buntha Food Official | Chinese Food Eating Show | Yummy Foods Mukbang ASMR #1,"mukbang eating show pork belly, mukbang asmr pork belly, spicy pork belly mukbang, big pork belly mukbang, pork belly ...",2022-01-22T12:00:27Z,https://www.youtube.com/watch?v=sSJ25tVw2dg
AjR7IXuO1Z8,UCwvsSTty_u4TXMNMcig44NQ,ASMR GIRL SCOUT COOKIES MUKBANG (NO TALKING) *CRUNCHY EATING SOUNDS*,"ASMR GIRL SCOUT COOKIES MUKBANG (NO TALKING) *CRUNCHY EATING SOUNDS* | Foodie Girl ASMR, asmr eating ...",2021-03-30T01:02:28Z,https://www.youtube.com/watch?v=AjR7IXuO1Z8
d1LZ1k-r_4o,UC1Wrn3oZQytuWYnSpwHMT5g,AFRICAN FOOD MUKBANG|NIGERIAN SALAD|AFRICAN FOOD|NIGERIAN FOOD|SALAD MUKBANG|ASMR MUKBANG|UK MUKBANG,ASMR |NIGERIAN FOOD MUKBANG |AFRICAN SALAD |NIGERIAN SALAD RECIPE |SALAD |SALADS |SALAD DRESSING ...,2023-02-07T03:43:13Z,https://www.youtube.com/watch?v=d1LZ1k-r_4o
4xYkCh10T4o,UCOlc4u4FwAXg1Z3rYqFLcLg,Chocolate Cake MUKBANG ASMR EaTuber,,2021-12-19T14:25:23Z,https://www.youtube.com/watch?v=4xYkCh10T4o
QxPPP_mI9aQ,UCP1e4pbKQgrwI1KnR2Yb3TQ,🐶🐶Pit Bulls eat RAW Food🐟🦆🐓🥦🥕🥗Party combo[ASMR] MUKBANG 犬が生の肉を食べる[咀嚼音]Dog VLOG | RAW feeding,Pit Bulls eat RAW Food Party combo [ASMR] MUKBANG 犬が生の肉を食べる[咀嚼音] Biologically Appropriate Raw ...,2021-02-05T13:00:12Z,https://www.youtube.com/watch?v=QxPPP_mI9aQ
Kcc4VTCYqlE,UCnTVvByhcYmddLiipcvV15A,Mukbang Cringe… #mukbang #cringe #asmr #eating #shorts,Mukbang Cringe   Follow The Twitter https://twitter.com/MUKBANGMADNESS *Copyright Disclaimer Under Section 107 of the ...,2023-02-02T19:23:27Z,https://www.youtube.com/watch?v=Kcc4VTCYqlE
AU5Tkoqyk0M,UCI78AdiI6f7VKhqW1i4B3Rw,ASMR SUSHI PLATTER MUKBANG (No Talking) EATING SOUNDS | Zach Choi ASMR,"BUY MY MERCH!: https://silencestudios.com/ ASMR SUSHI PLATTER MUKBANG 먹방 (Rainbow Roll, Spicy California Roll, Fire ...",2019-04-26T01:38:55Z,https://www.youtube.com/watch?v=AU5Tkoqyk0M
5EiZTunUK-o,UCkn29v_1a6slOpI18YWPQug,64.5키로 시작지금 60.5키로..아침식사 계란 2개🥚🍳🥹 #다이어트 #asmr #show #eating #먹방 #mukbang #food #먹방asmr #korea #diet,오늘은 곤약잡채밥 얼갈이 팽이버섯 브로콜리 대파 청양고추 다이어트 점심입니다^^ #입맛없는먹방 #입맛없는먹방의먹 #입맛없는 ...,2023-02-08T13:09:04Z,https://www.youtube.com/watch?v=5EiZTunUK-o
_WuqVFLscSE,UCjKH_s0QgQyOkeg30gdxh5A,기깔난 먹방 asmr #asmr #shorts #mukbang #먹방브이로그 #기깔난인생,기깔난 먹방 김치찌개편 #asmr #shorts #다이어트브이로그 #먹방브이로그 #먹방asmr #mukbang #먹방.,2023-02-03T10:05:00Z,https://www.youtube.com/watch?v=_WuqVFLscSE
V859znW1lLM,UCw8F59OOqJfK4u2vdudzHKg,Eating Krispy Kreme St. Patrick&#39;s Day donuts!!! #krispykreme #stpatricksday #donuts #mukbang #ASMR,Welcome to my channel!! This channel is dedicated to the love and the enjoyment of food! I try to keep my diet clean and healthy ...,2021-03-18T19:30:30Z,https://www.youtube.com/watch?v=V859znW1lLM
jiqjL4EzXx0,UCj3tSqLrQU9f71PKJm7KoNg,ASMR SUSHI MUKBANG 🍣 | minimal whispering  |,Hello and welcome to my channel! What's ASMR? a feeling of well-being combined with a tingling sensation in the scalp and ...,2019-05-15T23:01:08Z,https://www.youtube.com/watch?v=jiqjL4EzXx0
8cMIFUh7NAE,UCgvNRjue4kt6B1oDkmCyaBg,ICE CREAM 5   ASMR Chocolate Desserts RICE CAKES MUKBANG WITH MARSHMALLOW 2,"asmr,eating,positive,femini,asmrthechew,asmr the chew,ASMR,800K ICE CREAM CAKE ASMR EATING SOUNDS,ASMR ...",2022-10-02T16:30:53Z,https://www.youtube.com/watch?v=8cMIFUh7NAE
i0Gv_1NF18Q,UCP1e4pbKQgrwI1KnR2Yb3TQ,Pit Bulls eat RAW Duck combo [ASMR] MUKBANG 개가 날고기를 먹는다 | 犬が生の肉を食べる[咀嚼音],Pit Bulls eat RAW Duck combo [ASMR] MUKBANG 개가 날고기를 먹는다 | 犬が生の肉を食べる[咀嚼音] Specie Appropriate Diet for ...,2018-12-02T22:15:24Z,https://www.youtube.com/watch?v=i0Gv_1NF18Q
9YioFyQQ2Fk,UC1Fi2_QmSijMbQ6gZAqzi7w,XUEXUE ASMR 신기한 물 먹방 DRINKING SOUNDS#ASMRDRINKING#신기한물먹방,,2022-11-26T13:09:23Z,https://www.youtube.com/watch?v=9YioFyQQ2Fk
mX8VsX5RK6M,UCvR4-q_0RfJQn3eAl5Lxi6Q,ASMR lollipop on stick eating sounds Mukbang #Shorts #Cringe #Oddly #OddlySatisfying #Crush #Teeth,315.,2022-04-12T07:15:00Z,https://www.youtube.com/watch?v=mX8VsX5RK6M
oQcKgfZlgDw,UCvR4-q_0RfJQn3eAl5Lxi6Q,ASMR lollipop on stick eating sounds Mukbang #cringe #shorts #oddly #teeth #crush #oddlysatisfying ￼,,2022-03-29T00:15:03Z,https://www.youtube.com/watch?v=oQcKgfZlgDw
67VvB6Nufwc,UCKB6QpT1TKDfJY5W7il8G6Q,NACHO CHEESE MUKBANG ASMR Eating Sounds/BIG CRUNCH | STORY TIME,NACHO AND CHEESE ASMR STORY TIME/Buying A Car - Subscribe - Comment Youtube ...,2017-09-20T23:19:03Z,https://www.youtube.com/watch?v=67VvB6Nufwc
_IbCwbENRg4,UCQHG4Asjf0ElHPJsXlvNLbA,ASMR KETO MAC AND CHEESE RECIPE + MUKBANG | REAL EATING SOUNDS,"Check out this vlog! ""Weekend VLOG| Valentine's Day Gifts | Going out in Atlanta"" ...",2020-08-30T14:00:07Z,https://www.youtube.com/watch?v=_IbCwbENRg4
rNgbG3qpZ-U,UCbPOtqltEMN9dePqrNTh_gA,Original Baumkuchen Cake ASMR mukbang #shorts,Original Baumkuchen Cake ASMR mukbang #shorts original video https://m.youtube.com/watch?v=9GQr3D7MfRQ Some ...,2021-10-25T08:13:44Z,https://www.youtube.com/watch?v=rNgbG3qpZ-U
F-o6-DfqgcE,UC4VUFtN88sH8CF_j2Y9LPvw,Amul litchi juice mukbang ASMR,Amul litchi juice mukbang ASMR Check out my Instagram : https://www.instagram.com/suhasaradk/ Gmail : aradasmr@gmail.com ...,2022-04-04T09:07:30Z,https://www.youtube.com/watch?v=F-o6-DfqgcE
W88HhhhGFew,UCP1e4pbKQgrwI1KnR2Yb3TQ,🐶🐶Oli&amp;nomy: Raw Shopping Day [ASMR]MUKBANG 犬が生の肉を食べる[咀嚼音] Dog VLOG | OCT/23/2022 EP.,Oli&nomy: Raw Shopping Day [ASMR]MUKBANG 犬が生の肉を食べる[咀嚼音] Dog VLOG | OCT/23/2022 EP. | Premium RAW ...,2022-10-23T13:00:07Z,https://www.youtube.com/watch?v=W88HhhhGFew
1zblbQgGyqc,UCwjhgpl7p-OS5e5SJfSKwNA,ASMR MUKBANG CHALLENGE Ferrero Rocher Palsu | Suara Makan,shorts.,2022-02-15T05:00:02Z,https://www.youtube.com/watch?v=1zblbQgGyqc
G-s0gABjLSc,UCvR4-q_0RfJQn3eAl5Lxi6Q,ASMR lollipop on stick eating sounds Mukbang #shorts #cringe #crush #oddly #teeth #oddlysatisfying ￼,,2022-03-28T05:15:00Z,https://www.youtube.com/watch?v=G-s0gABjLSc
Te_3U0c9J2U,UC7YwgzP1sV37dCTFf9hDvhw,asmr mukbang . salmon for florida snapping turtle . feeding !,turtle#asmr#mukbang * Exotics Black TV asmr mukbang . salmon for florida snapping turtle . feeding ! my florida snapping turtle ...,2022-11-30T21:30:36Z,https://www.youtube.com/watch?v=Te_3U0c9J2U
dM3gjuoHrSg,UC3qglXnLMTXBRBCvx0E8H4A,GIANT SNOW CRAB LEGS | ASMR | SEAFOOD | MUKBANG |#asmr #mukbang #shorts #shortvideo,shorts BUY MY MERCH BELOW ---- ✓Missnolas.com ✓Walmart.com ✓Etsy.com HELP ME REACH MY GOAL OF 300000 AND ...,2022-11-19T21:36:01Z,https://www.youtube.com/watch?v=dM3gjuoHrSg
40X1htEwEuw,UCgvNRjue4kt6B1oDkmCyaBg,ASMR GALAXY JELLY GUMMY CANDY 갤럭시 떡 먹방 MUKBANG -  Candy open skin asmr sound,"asmr,eating,positive,femini,asmrthechew,asmr the chew,ASMR,800K ICE CREAM CAKE ASMR EATING SOUNDS,ASMR ...",2022-12-03T09:54:06Z,https://www.youtube.com/watch?v=40X1htEwEuw
G7p9waeEF2c,UCPgIuZwLPf5ilph49_IvPwQ,Spicy Rice Cake (tteokbokki) &amp; Corn Dogs | Mukbang Asmr,Original Creator's https://youtube.com/@AejeongASMR #asmr #mukbang #asmrmukbang #eating #eatingshow #asmreating ...,2022-11-28T13:00:10Z,https://www.youtube.com/watch?v=G7p9waeEF2c
sO5zMaHaynM,UChXqvaGDLD8jfjFXPq66XHg,"WORST FOOD EXPERIENCE EVER !! MUTTON YAKHNI, MALABAR PAROTTA, CHOLE PURI, CHICKEN FRIED RICE, MOMO","Eating today - Mutton yakhni, malabar parotta, chole, puri, kulche, chicken fried rice, veg momo, patties. And you guys know my ...",2023-02-07T16:30:06Z,https://www.youtube.com/watch?v=sO5zMaHaynM
J-nrwG43sIM,UCVkEKusBVnOg8yUXlGZAZgQ,Cocok untuk diet! #asmr #asmreating #asmrindonesia #asmrfood #asmrsounds #asmrvideo,"Hallo Tianasious, welcome to my youtube channel :) Hari ini makan nasi ramesan yang bisa kalian jumpai di warteg! Mantap ...",2023-01-07T07:51:07Z,https://www.youtube.com/watch?v=J-nrwG43sIM
g-Rwcdrawvw,UCy0iwS0U11C8xaF7xAuFwBA,ASMR 3300 Calories in 10 Minutes! EATING SOUNDS MUKBANG 먹방 | Tati ASMR,ASMR 3300 Calories in 10 Minutes! EATING SOUNDS MUKBANG 먹방 | Tati ASMR ♡ ♡ ♡ Thank you very much for watching ...,2022-01-24T11:45:01Z,https://www.youtube.com/watch?v=g-Rwcdrawvw
gu4qwKG0UAg,UCi2JJ8PLW0G9dgWTSqT-11g,gagal diet garagara billar 🤣 #shorts #trending #viral #shortvideo #duet #asmr #mukbang #mukbangasmr,,2022-10-04T13:18:07Z,https://www.youtube.com/watch?v=gu4qwKG0UAg
9kLN40JItjA,UCtMq7I55sZJcvaWac2-z4Sw,ASMR Emoji Food Eating Challenge 👁🍡🐰🍇 #youtubepartner,"If you're watching my shorts, don't forget to subscribe & watch my longer ASMR satisfying videos on my channel & please tap ...",2022-05-01T16:07:44Z,https://www.youtube.com/watch?v=9kLN40JItjA
crpM2dUI38I,UCo-gAYrvd7WIrCRsNueddtQ,ASMR 🥦 100+ TRIGGERS FOOD in 11 MINUTES 🍗🍏 АСМР 100+ ТРИГГЕРОВ ЕДЫ за 11 МИНУТ 🥩🧄 [Eating/Mukbang],"Вот и новая версия АСМР 100 триггеров для 99,9% мурашек!   Быстрая, шуточная версия. В этой версии тебя ждут звуки ...",2021-03-16T14:51:32Z,https://www.youtube.com/watch?v=crpM2dUI38I
35r3f-goHoc,UCCXVEgKBIauqimk_cf2wNNQ,버거킹 스태커와퍼와 핵불닭볶음면 드라마먹방 ASMR MUKBANG BurgerKing 1700Kcal Whopper &amp; Nuclear Fire Noodle Eating show,"안녕하세요 여러분 균입니다! 오늘은 버거킹에서 새로나온 스태커와퍼4와 치킨너겟, 치즈스틱 그리고 핵불닭볶음면을 준비했어요! 하.",2021-01-27T14:08:15Z,https://www.youtube.com/watch?v=35r3f-goHoc
jVAUgkgYN3s,UCB7Te5Pb6LOTFV7i0Rzp8dg,ASMR REAL FOOD VS JELLY CHOCOLATE FOOD CHALLENGE MUKBANG 먹방 진짜 초콜릿 챌린지,"ASMR REAL FOOD VS JELLY CHOCOLATE FOOD CHALLENGE MUKBANG 먹방 진짜 초콜릿 챌린지, Hunnibee asmr, 먹는 소리, ...",2021-08-23T21:50:47Z,https://www.youtube.com/watch?v=jVAUgkgYN3s
NjUryDcTrSM,UC-i2ywiuvjvpTy2zW-tXfkw,&quot;떵개도 한번 해본다!!&quot; 하루에 만칼로리 먹방~!!  ASMR Mukbang(Eating Show),문의메일 ddeonggae@sandboxnetwork.net Music provided by 브금대통령 Track : 내 꿈은 말이지 ...,2022-05-01T12:00:10Z,https://www.youtube.com/watch?v=NjUryDcTrSM
kPVwSC9lCok,UCdcqjdDhbvZ4j7-B0NqyDAQ,ASMR RAINBOW DESSERTS STRAWS 레인보우 스트로우 MUKBANG 먹방,JANE ASMR #makan #kuliner #food #makanan #makanenak #foodporn #makanmakan #foodie #instafood #makananenak ...,2022-12-27T14:27:43Z,https://www.youtube.com/watch?v=kPVwSC9lCok
Ris5orIi0PY,UCtMq7I55sZJcvaWac2-z4Sw,30 Minutes For Sleep ASMR Satisfying Eating Sounds Compilation Mukbang 먹방,"ASMR satisfying 30 minute's compilation of my some of my most recent videos, perfect for relaxing & sleep If you want me to make ...",2022-10-10T15:44:52Z,https://www.youtube.com/watch?v=Ris5orIi0PY
hS7M24gg53E,UCdcqjdDhbvZ4j7-B0NqyDAQ,ASMR Mukbang Jelly mie yupi burger #shorts #fyp #subscribe #jelly #youtube #yupi,JANE ASMR #makan #kuliner #food #makanan #makanenak #foodporn #makanmakan #foodie #instafood #makananenak ...,2022-11-13T09:16:33Z,https://www.youtube.com/watch?v=hS7M24gg53E
bGtlAI8zI5Y,UCB7Te5Pb6LOTFV7i0Rzp8dg,"ASMR WHITE FOOD MUKBANG, COCONUT CANDY, MARSHMALLOW FLUFF, LEMON JELLO, CHOCOLATE COVERED OREOS 먹방","ASMR WHITE FOOD MUKBANG, COCONUT CANDY, MARSHMALLOW FLUFF, LEMON JELLO, CHOCOLATE COVERED ...",2022-12-14T16:14:05Z,https://www.youtube.com/watch?v=bGtlAI8zI5Y
Dgylo0-lzYM,UCtMq7I55sZJcvaWac2-z4Sw,ASMR Eating Just Rainbow Coloured Candy 🌈🌈🌈 Satisfying Eating Sounds #shorts,SMR Eating Just Rainbow Coloured Candy Satisfying Eating Sounds #shorts I do have longer videos on my channel & I ...,2021-06-28T19:16:28Z,https://www.youtube.com/watch?v=Dgylo0-lzYM
lb-7chasJZI,UCxMhCXXOxni9sPQBq3RelZQ,MUKBANG ASMR Dog eating Raw Meats ＆ bones  【American Bully】#shorts,MUKBANG ASMR Dog eating Raw Meats！ Thank you for watching  Subscribe to my channel  Don't forget to like the video   ...,2022-08-26T14:00:22Z,https://www.youtube.com/watch?v=lb-7chasJZI
NcXQR5iy8fU,UCRZIkdbAPf3WISq7ZBjFL4w,ASMR TELUR CEPLOK CABE RAWIT MUKBANG TELUR CABE (EATING SOUNDS) #asmrmukbang #mukbangtelur,,2022-12-30T04:48:07Z,https://www.youtube.com/watch?v=NcXQR5iy8fU
crpM2dUI38I,UCo-gAYrvd7WIrCRsNueddtQ,ASMR 🥦 100+ TRIGGERS FOOD in 11 MINUTES 🍗🍏 АСМР 100+ ТРИГГЕРОВ ЕДЫ за 11 МИНУТ 🥩🧄 [Eating/Mukbang],"Вот и новая версия АСМР 100 триггеров для 99,9% мурашек!   Быстрая, шуточная версия. В этой версии тебя ждут звуки ...",2021-03-16T14:51:32Z,https://www.youtube.com/watch?v=crpM2dUI38I
35r3f-goHoc,UCCXVEgKBIauqimk_cf2wNNQ,버거킹 스태커와퍼와 핵불닭볶음면 드라마먹방 ASMR MUKBANG BurgerKing 1700Kcal Whopper &amp; Nuclear Fire Noodle Eating show,"안녕하세요 여러분 균입니다! 오늘은 버거킹에서 새로나온 스태커와퍼4와 치킨너겟, 치즈스틱 그리고 핵불닭볶음면을 준비했어요! 하.",2021-01-27T14:08:15Z,https://www.youtube.com/watch?v=35r3f-goHoc
jVAUgkgYN3s,UCB7Te5Pb6LOTFV7i0Rzp8dg,ASMR REAL FOOD VS JELLY CHOCOLATE FOOD CHALLENGE MUKBANG 먹방 진짜 초콜릿 챌린지,"ASMR REAL FOOD VS JELLY CHOCOLATE FOOD CHALLENGE MUKBANG 먹방 진짜 초콜릿 챌린지, Hunnibee asmr, 먹는 소리, ...",2021-08-23T21:50:47Z,https://www.youtube.com/watch?v=jVAUgkgYN3s
NjUryDcTrSM,UC-i2ywiuvjvpTy2zW-tXfkw,&quot;떵개도 한번 해본다!!&quot; 하루에 만칼로리 먹방~!!  ASMR Mukbang(Eating Show),문의메일 ddeonggae@sandboxnetwork.net Music provided by 브금대통령 Track : 내 꿈은 말이지 ...,2022-05-01T12:00:10Z,https://www.youtube.com/watch?v=NjUryDcTrSM
kPVwSC9lCok,UCdcqjdDhbvZ4j7-B0NqyDAQ,ASMR RAINBOW DESSERTS STRAWS 레인보우 스트로우 MUKBANG 먹방,JANE ASMR #makan #kuliner #food #makanan #makanenak #foodporn #makanmakan #foodie #instafood #makananenak ...,2022-12-27T14:27:43Z,https://www.youtube.com/watch?v=kPVwSC9lCok
ynlqa2y9Jdo,UCE8qPqBND8u4qOmX7weTdOw,"ASMR Chocolate Caramel Fudge Brownie, Magnum Ice Cream, Twix Ice Cream, Caramel Praline Cone Mukbang","ASMR Chocolate Caramel Fudge Brownie, Magnum Ice Cream, Twix Ice Cream, Caramel Praline Cone Mukbang Check out my ...",2022-05-05T13:00:24Z,https://www.youtube.com/watch?v=ynlqa2y9Jdo
Ris5orIi0PY,UCtMq7I55sZJcvaWac2-z4Sw,30 Minutes For Sleep ASMR Satisfying Eating Sounds Compilation Mukbang 먹방,"ASMR satisfying 30 minute's compilation of my some of my most recent videos, perfect for relaxing & sleep If you want me to make ...",2022-10-10T15:44:52Z,https://www.youtube.com/watch?v=Ris5orIi0PY
hS7M24gg53E,UCdcqjdDhbvZ4j7-B0NqyDAQ,ASMR Mukbang Jelly mie yupi burger #shorts #fyp #subscribe #jelly #youtube #yupi,JANE ASMR #makan #kuliner #food #makanan #makanenak #foodporn #makanmakan #foodie #instafood #makananenak ...,2022-11-13T09:16:33Z,https://www.youtube.com/watch?v=hS7M24gg53E
bGtlAI8zI5Y,UCB7Te5Pb6LOTFV7i0Rzp8dg,"ASMR WHITE FOOD MUKBANG, COCONUT CANDY, MARSHMALLOW FLUFF, LEMON JELLO, CHOCOLATE COVERED OREOS 먹방","ASMR WHITE FOOD MUKBANG, COCONUT CANDY, MARSHMALLOW FLUFF, LEMON JELLO, CHOCOLATE COVERED ...",2022-12-14T16:14:05Z,https://www.youtube.com/watch?v=bGtlAI8zI5Y
Dgylo0-lzYM,UCtMq7I55sZJcvaWac2-z4Sw,ASMR Eating Just Rainbow Coloured Candy 🌈🌈🌈 Satisfying Eating Sounds #shorts,SMR Eating Just Rainbow Coloured Candy Satisfying Eating Sounds #shorts I do have longer videos on my channel & I ...,2021-06-28T19:16:28Z,https://www.youtube.com/watch?v=Dgylo0-lzYM
lb-7chasJZI,UCxMhCXXOxni9sPQBq3RelZQ,MUKBANG ASMR Dog eating Raw Meats ＆ bones  【American Bully】#shorts,MUKBANG ASMR Dog eating Raw Meats！ Thank you for watching  Subscribe to my channel  Don't forget to like the video   ...,2022-08-26T14:00:22Z,https://www.youtube.com/watch?v=lb-7chasJZI
xTb9bSHt6mA,UCOBZeasbz1kDUCSuQNUIcaw,ASMR Cute Turtle Tortoise Eating CHOY SUM Vegetable Mukbang 95 | Animal ASMR,Choy Sum ASMR Cute Animal Pet Turtle Tortoise Eating Food Mukbang Vegetable Animal ASMR Turtle Tortoise 95th Video Like ...,2021-07-08T13:00:12Z,https://www.youtube.com/watch?v=xTb9bSHt6mA
Jr7k9f6CK6Q,UCc7v5yYC_mviB1_fLuB-GRw,ASMR Edible Chalk Eating Sounds | 먹는분필 먹방 | 챌린지 | Crunchy &amp; Satisfying | MINEE EATS,SUBSCRIBE and JOIN MINEE STARS https://www.youtube.com/mineeeats Edible chalk: https://amzn.to/3hKvE45 Lip product I ...,2021-05-22T11:00:13Z,https://www.youtube.com/watch?v=Jr7k9f6CK6Q
FWD-ughajFM,UCrUGJ8XB3KSrc2AWn3Ft0xw,asmr EGG eating sounds,,2021-06-30T14:52:18Z,https://www.youtube.com/watch?v=FWD-ughajFM
Q7tyHqk5TSQ,UCvR4-q_0RfJQn3eAl5Lxi6Q,ASMR lollipop on a stick teeth sucking sounds Mukbang #shorts #youtubeshorts ￼,,2022-03-10T06:30:04Z,https://www.youtube.com/watch?v=Q7tyHqk5TSQ
qg4s6Rqz--4,UCqQKM29brAJmfQSyh1HNN1A,next? makan sesuai emoji 💝 CR BY:@closerfood #emojichallenge #asmr #asmrsounds #asmreating,,2023-01-08T12:25:00Z,https://www.youtube.com/watch?v=qg4s6Rqz--4
mvp5Q3wereI,UC8KJDGKofx2l9a5iD0lPWCg,ASMR Mouth Sounds Mukbang I YUMMY FOOD,"This is an ASMR video. To experience ASMR tingles, PLEASE WEAR HEADPHONES. If you do not enjoy EATING SOUNDS, DO ...",2023-02-09T00:00:32Z,https://www.youtube.com/watch?v=mvp5Q3wereI
PonLw_--eXo,UCiq8T-TheG1ljX5lTEm7MpA,The Effects of Fitspiration and Thinspiration Images of Body Satisfaction and Mood Between Genders,Psych 490 Senior Seminar Presentation- Cyberpsychology (Fall 2018),2018-12-03T15:37:05Z,https://www.youtube.com/watch?v=PonLw_--eXo
FkTot2Uuutk,UC8BnlKoZdIg_JUCjrcQJihg,Thinspiration,Songs from FFVII soundtrack; Song 1; Aerith Theme (Piano Version) Song 2; Tifa Theme (Piano Version),2010-02-14T20:07:24Z,https://www.youtube.com/watch?v=FkTot2Uuutk
A3TSSjihhQ0,UCYhAqUVtNpXdYxq3RIuWkqw,How K-POP Destroys Your Body Image: A Video Essay,"two months of researching, scripting, and editing...and a whole two month hiatus to go along with it. but here's what i can show as ...",2022-06-26T02:00:18Z,https://www.youtube.com/watch?v=A3TSSjihhQ0
QmgniwLVo28,UCypvTwczbZDE9iBUFfKLjwg,Fitspiration: Is it as healthy as it seems?,Fitspiration is a growing movement on social media websites that has displaced the previous trend of thinspiration which was ...,2013-12-15T11:48:06Z,https://www.youtube.com/watch?v=QmgniwLVo28
8PKdgkskj-s,UC4nJnEm9Ue9m194k7LTJ3MA,Summer 2016 AMAZING Thinspo/Fitspo (NEW!!),"Fitspo/Thinspo motivation for an AMAZING life!! Envision your life at your goal fitness level/weight, and see how once you aren't ...",2016-02-10T19:10:58Z,https://www.youtube.com/watch?v=8PKdgkskj-s
ttEe_A-rps8,UCuDgfbeAbkxfNcXoUWlVzGQ,“Fitspiration” and Body Image in Adolescent Females by N.Turnage,Adolescent girls are at an increased risk of developing eating disorders because of the nature of their psychological development ...,2020-05-18T18:24:59Z,https://www.youtube.com/watch?v=ttEe_A-rps8
70a5qkTtvC8,UCCOkJciE_X-mSE-4IXKVagg,Thinspiration Part 1,,2019-07-14T20:13:35Z,https://www.youtube.com/watch?v=70a5qkTtvC8
_aTyf0RfwR0,UCCOkJciE_X-mSE-4IXKVagg,Thinspiration Part 2,,2019-07-14T20:13:35Z,https://www.youtube.com/watch?v=_aTyf0RfwR0
0s3afYFhpi4,UC8ckioQgjjY47EzSb5iuT9Q,Kpop weightloss motivation,All the rights to the videos go to the rightful owner. I´m not promoting any eating disorders if you think you have one please tell ...,2020-07-20T18:03:22Z,https://www.youtube.com/watch?v=0s3afYFhpi4
TOOC6qy3gYk,UCyttGgmj1lJvGwnM28uQVIA,WORKOUT MOTIVATION 🔥SUMMER 2019 🔥 FITSPO,Music: Ikson- Last Summer https://theartistunion.com/tracks/4810d2?download=true.,2018-06-15T22:37:10Z,https://www.youtube.com/watch?v=TOOC6qy3gYk
aMumLZgQwvo,UCgsNAoSMqikDqYOUXyasaLg,THIN and FITSPIRATION,"i want this body so much . who also want a thin,skinny, fit body ? :p  i hope you like this THIN and FITSPIRATION . Subscribe for ...",2013-02-22T20:10:31Z,https://www.youtube.com/watch?v=aMumLZgQwvo
69Kt81Ia0o0,UCIxKShqAas6aRJieP56_4JA,FITSPIRATION APRIL 2014,Visit my blog!: www.fashaddictions.blogspot.com Visit my Tumblr!: www.rebeccafashion.tumblr.com Follow me on ...,2014-04-23T21:16:42Z,https://www.youtube.com/watch?v=69Kt81Ia0o0
TQbppXxRUkE,UCWLaBn3JorJ36ZHX1_3RjqA,The Spiritual Problem With Thinspiration,"Thinspiration or Fitspiration has been around since I was a kid, only it didn't have such a cool name. But, I learned that cutting ...",2022-07-05T09:41:28Z,https://www.youtube.com/watch?v=TQbppXxRUkE
WXqroQphA5E,UCxpkINz9YzdoZn4oyK8ApOQ,Operation Thinspiration,Talk show on body image.,2008-04-15T01:16:10Z,https://www.youtube.com/watch?v=WXqroQphA5E
bIt1k1Jj04Y,UCjbzP3t9FXUdX6HRI-o7sng,Thinspiration Summer 2011,"These are things that help inspire me, and remind me what i want. This helps motivate me to reach, and achieve my goal.",2011-08-15T06:02:03Z,https://www.youtube.com/watch?v=bIt1k1Jj04Y
